date,plot_id,crop,env_stability_90,env_stability_category,plot_health_90,plot_health_category,risk_score_90,risk_category,final_score_90,plot_score_category,plot_score_90,treatment,treatment_block,row_orientation,plot_area_m2,plant_density_plants_m2,greenhouse_id,farm_id,structure_type,heating_system,irrigation_system,farm_name,region,climate_zone,production_system
2025-06-01,P0001,Strawberry,60.18378338174047,Good,68.68757957513324,Good,37.120000000000005,Elevated,71.46762327689007,Good,71.46762327689007,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-02,P0001,Strawberry,54.616666448028546,Good,44.73778419311131,Fair,43.52,Elevated,51.649786994329276,Fair,51.649786994329276,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-03,P0001,Strawberry,54.21233286662252,Good,64.69722318363259,Good,38.08,Elevated,67.21950064854217,Good,67.21950064854217,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-04,P0001,Strawberry,49.37596627133497,Fair,58.540179701333614,Good,41.519999999999996,Elevated,62.32769343347243,Good,62.32769343347243,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-05,P0001,Strawberry,50.21739745019907,Fair,64.69120111288942,Good,39.84,Elevated,55.47206479833917,Good,55.47206479833917,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-06,P0001,Strawberry,49.30149029168988,Fair,65.30631763902214,Good,39.760000000000005,Elevated,65.65608285142167,Good,65.65608285142167,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-07,P0001,Strawberry,48.44359912223006,Fair,63.96864285715012,Good,37.84,Elevated,53.212240348014014,Fair,53.212240348014014,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-08,P0001,Strawberry,57.358983748564505,Good,69.54878360808237,Good,33.2,Moderate,70.82174805142994,Good,70.82174805142994,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-09,P0001,Strawberry,56.44425423245666,Good,63.882576766560085,Good,35.6,Moderate,67.66324342196945,Good,67.66324342196945,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-10,P0001,Strawberry,59.155834586097626,Good,61.65979010386532,Good,34.64,Moderate,67.5906261652872,Good,67.5906261652872,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-11,P0001,Strawberry,59.751113933992976,Good,69.08703744791814,Good,28.72,Moderate,71.50142674988419,Good,71.50142674988419,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-12,P0001,Strawberry,59.47884392651594,Good,60.38445826148735,Good,33.68,Moderate,49.609186029953804,Fair,49.609186029953804,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-13,P0001,Strawberry,57.46442514545634,Good,60.59134858797549,Good,35.2,Moderate,66.41801927119315,Good,66.41801927119315,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-14,P0001,Strawberry,58.20821770388363,Good,59.46464652107699,Good,35.36,Moderate,66.1416229948201,Good,66.1416229948201,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-15,P0001,Strawberry,46.929448816505044,Fair,38.15147290181361,Fair,46,Elevated,45.36509255913272,Fair,45.36509255913272,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-16,P0001,Strawberry,46.272345385083455,Fair,46.37781759222291,Fair,44,Elevated,51.68743241508242,Fair,51.68743241508242,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-17,P0001,Strawberry,43.35782133466229,Fair,39.0525860184619,Fair,52.08,Elevated,47.435631930155175,Fair,47.435631930155175,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-18,P0001,Strawberry,59.14429234678548,Good,51.093477870392405,Fair,42.32,Elevated,62.344291966736954,Good,62.344291966736954,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-19,P0001,Strawberry,60.892170970583535,Good,51.07942385167765,Fair,41.28,Elevated,63.0013248212234,Good,63.0013248212234,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-20,P0001,Strawberry,62.36010714741008,Good,43.657823170546536,Fair,46.64,Elevated,54.96283449594692,Good,54.96283449594692,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-21,P0001,Strawberry,62.45360514342894,Good,67.21437291874528,Good,38.16,Elevated,71.59905225354223,Good,71.59905225354223,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-22,P0001,Strawberry,65.57791756635763,Good,68.47507907339747,Good,37.84,Elevated,73.41139000779691,Excellent,73.41139000779691,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-23,P0001,Strawberry,62.2650080309175,Good,63.429030121784265,Good,37.92,Elevated,69.6494964840992,Good,69.6494964840992,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-24,P0001,Strawberry,67.56578689233753,Good,64.95323119643055,Good,32.96,Moderate,72.41937624084964,Excellent,72.41937624084964,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-25,P0001,Strawberry,57.69467347783972,Good,66.28811646516425,Good,36,Elevated,63.85393266535661,Good,63.85393266535661,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-26,P0001,Strawberry,55.355474451679264,Good,61.8252276993453,Good,37.36,Elevated,66.22897348361147,Good,66.22897348361147,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-27,P0001,Strawberry,57.85357366063847,Good,62.8002334621497,Good,34.96,Moderate,67.6616818500159,Good,67.6616818500159,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-28,P0001,Strawberry,60.44666117304255,Good,65.39956492386185,Good,31.52,Moderate,69.93630378086479,Good,69.93630378086479,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-29,P0001,Strawberry,59.14796914419853,Good,65.17149055315852,Good,32.32,Moderate,69.32979336991535,Good,69.32979336991535,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-06-30,P0001,Strawberry,63.52152359846481,Good,64.50071787435405,Good,34.4,Moderate,70.65850114611027,Good,70.65850114611027,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-01,P0001,Strawberry,64.62971483916036,Good,62.27119774590229,Good,35.519999999999996,Moderate,69.97342876525155,Good,69.97342876525155,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-02,P0001,Strawberry,70.40796477169195,Good,56.05049132824772,Good,37.120000000000005,Elevated,69.08244595208222,Good,69.08244595208222,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-03,P0001,Strawberry,62.290493263762606,Good,34.51742765420279,Poor,49.2,Elevated,50.53678329227609,Fair,50.53678329227609,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-04,P0001,Strawberry,47.167002649667765,Fair,52.13925379628233,Fair,48.24,Elevated,56.52489119951026,Good,56.52489119951026,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-05,P0001,Strawberry,46.396663424613465,Fair,70.5502205292832,Good,41.760000000000005,Elevated,56.08065722664682,Good,56.08065722664682,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-06,P0001,Strawberry,44.65797251431651,Fair,45.752588480155445,Fair,51.92,Elevated,52.912076664336446,Fair,52.912076664336446,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-07,P0001,Strawberry,39.51594858862528,Fair,53.33347356832,Fair,54.16,High,55.99890403398924,Good,55.99890403398924,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-08,P0001,Strawberry,38.81715937173722,Fair,63.73050895202458,Good,49.84,Elevated,60.891410739951,Good,60.891410739951,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-09,P0001,Strawberry,39.47661403799188,Fair,61.40690657772582,Good,47.6,Elevated,59.9891927182674,Good,59.9891927182674,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-10,P0001,Strawberry,45.428034753911575,Fair,65.61270522342674,Good,42.4,Elevated,64.33658712767323,Good,64.33658712767323,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-11,P0001,Strawberry,39.90075067841644,Fair,64.30548925520446,Good,42.72,Elevated,61.588306208898246,Good,61.588306208898246,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-12,P0001,Strawberry,40.42315900736914,Fair,54.54543207295512,Good,45.68,Elevated,56.94479881975778,Good,56.94479881975778,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-13,P0001,Strawberry,40.325610769336556,Fair,62.94514108179695,Good,44.4,Elevated,61.07483817343366,Good,61.07483817343366,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-14,P0001,Strawberry,50.143116894602414,Fair,63.47336704586271,Good,40,Elevated,65.06648292248055,Good,65.06648292248055,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-15,P0001,Strawberry,42.09855734040199,Fair,64.86228252952031,Good,37.6,Elevated,62.69946055715497,Good,62.69946055715497,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-16,P0001,Strawberry,47.383691284572656,Fair,69.49373969103186,Good,29.04,Moderate,67.00490723755493,Good,67.00490723755493,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-17,P0001,Strawberry,49.408964765799176,Fair,63.85517822397499,Good,33.04,Moderate,64.9770010171139,Good,64.9770010171139,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-18,P0001,Strawberry,56.25300032848564,Good,51.21505813394382,Fair,35.84,Moderate,61.30622933334826,Good,61.30622933334826,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-19,P0001,Strawberry,49.169099061020916,Fair,59.12377813876332,Good,41.92,Elevated,62.538629530684005,Good,62.538629530684005,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-20,P0001,Strawberry,51.465023350505604,Fair,46.946232079616266,Fair,44.32,Elevated,50.720816280851835,Fair,50.720816280851835,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-21,P0001,Strawberry,51.24987636484447,Fair,51.757789245910246,Fair,41.760000000000005,Elevated,59.67483171099549,Good,59.67483171099549,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-22,P0001,Strawberry,57.83862285311321,Good,48.98844172077209,Fair,42.32,Elevated,57.44617457464415,Good,57.44617457464415,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-23,P0001,Strawberry,50.75792895321779,Fair,24.746243428045716,Poor,64.08,High,40.63809971433702,Fair,40.63809971433702,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-24,P0001,Strawberry,51.20591015491398,Fair,46.51987233037606,Fair,57.2,High,52.43415332793442,Fair,52.43415332793442,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-25,P0001,Strawberry,56.4979857668616,Good,54.82947701440613,Good,55.12,High,63.19241118941586,Good,63.19241118941586,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-26,P0001,Strawberry,64.4986628140585,Good,56.438425483512496,Good,47.44,Elevated,67.03000378740776,Good,67.03000378740776,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-27,P0001,Strawberry,52.23516629634222,Fair,68.46185148868794,Good,44.56,Elevated,68.33602372037555,Good,68.33602372037555,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-28,P0001,Strawberry,55.134449172512014,Good,60.18511629113925,Good,45.12,Elevated,65.33134819080985,Good,65.33134819080985,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-29,P0001,Strawberry,53.82910257897389,Fair,61.73928054126963,Good,43.04,Elevated,65.60647866367151,Good,65.60647866367151,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-30,P0001,Strawberry,62.87608996175894,Good,63.415106915977965,Good,30,Moderate,69.8747342984309,Good,69.8747342984309,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-07-31,P0001,Strawberry,65.54288433608258,Good,46.339939424628255,Fair,34.4,Moderate,62.41683441433627,Good,62.41683441433627,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-01,P0001,Strawberry,62.6689670644402,Good,69.07580193113245,Good,32.72,Moderate,72.60432178518701,Excellent,72.60432178518701,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-02,P0001,Strawberry,63.120815672810416,Good,62.681792770609256,Good,35.68,Moderate,69.6039063521226,Good,69.6039063521226,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-03,P0001,Strawberry,67.58818604311591,Good,68.61831013440087,Good,33.519999999999996,Moderate,74.24613181699263,Excellent,74.24613181699263,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-04,P0001,Strawberry,63.52098385488711,Good,61.954458593260824,Good,40.4,Elevated,69.39509641573719,Good,69.39509641573719,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-05,P0001,Strawberry,64.00662955505953,Good,64.37480542932904,Good,39.28,Elevated,70.78032381760411,Good,70.78032381760411,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-06,P0001,Strawberry,55.951233407458794,Good,53.071692195462,Fair,46.64,Elevated,62.11266699387625,Good,62.11266699387625,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-07,P0001,Strawberry,52.80283527675232,Fair,64.9970824467654,Good,41.6,Elevated,66.832804065054,Good,66.832804065054,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-08,P0001,Strawberry,57.90237443235389,Good,59.05069274772963,Good,35.44,Moderate,65.82007305032519,Good,65.82007305032519,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-09,P0001,Strawberry,58.82986479068716,Good,52.87688156457307,Fair,43.2,Elevated,63.10959035527902,Good,63.10959035527902,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-10,P0001,Strawberry,49.149183261088794,Fair,46.66865645425878,Fair,53.36,Elevated,51.598417420384024,Fair,51.598417420384024,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-11,P0001,Strawberry,54.52677183861426,Good,43.795746145621244,Fair,51.76,Elevated,50.73326119619535,Fair,50.73326119619535,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-12,P0001,Strawberry,49.9476750209681,Fair,63.619474000436874,Good,45.04,Elevated,65.06471981023827,Good,65.06471981023827,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-13,P0001,Strawberry,55.59802976373678,Good,47.38365194217167,Fair,51.76,Elevated,54.21231022147944,Good,54.21231022147944,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-14,P0001,Strawberry,58.751195953521936,Good,64.22306374533247,Good,45.04,Elevated,68.70854771091754,Good,68.70854771091754,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-15,P0001,Strawberry,58.19987157603723,Good,60.299596641759074,Good,44.32,Elevated,66.55267127251251,Good,66.55267127251251,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-16,P0001,Strawberry,57.05080716512738,Good,67.13373674706085,Good,40.32,Elevated,69.50656906070594,Good,69.50656906070594,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-17,P0001,Strawberry,60.249244827919725,Good,65.61004870986523,Good,37.6,Elevated,69.96572794037735,Good,69.96572794037735,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-18,P0001,Strawberry,48.89660591794361,Fair,64.75605375810389,Good,41.04,Elevated,65.22928451856419,Good,65.22928451856419,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-19,P0001,Strawberry,55.53229008111807,Good,69.03486468510451,Good,36.4,Elevated,69.87284652357084,Good,69.87284652357084,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-20,P0001,Strawberry,58.44170518609513,Good,60.414175975972,Good,38.32,Elevated,66.70138474758042,Good,66.70138474758042,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-21,P0001,Strawberry,59.620065367137435,Good,64.91535747518448,Good,34.32,Moderate,69.38207126868059,Good,69.38207126868059,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-22,P0001,Strawberry,66.28513647792491,Good,55.03031954999583,Good,29.44,Moderate,67.01010918273073,Good,67.01010918273073,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-23,P0001,Strawberry,67.13315346259859,Good,63.03433534331288,Good,25.119999999999997,Moderate,71.30305769748841,Good,71.30305769748841,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-24,P0001,Strawberry,68.73169008982273,Good,66.77227155293707,Good,22.96,Moderate,73.76471975186882,Excellent,73.76471975186882,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-25,P0001,Strawberry,67.47617074075727,Good,62.26597437374307,Good,22.72,Moderate,57.28660710167887,Good,57.28660710167887,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-26,P0001,Strawberry,55.80281204555946,Good,39.43944891799299,Fair,41.92,Elevated,49.35051823922893,Fair,49.35051823922893,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-27,P0001,Strawberry,55.47110294187182,Good,46.794340418786796,Fair,40.32,Elevated,55.58793249497125,Good,55.58793249497125,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-28,P0001,Strawberry,62.11567728144013,Good,34.41279381746218,Poor,46.72,Elevated,51.56234663314727,Fair,51.56234663314727,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-29,P0001,Strawberry,63.3411773506993,Good,33.32228022606944,Poor,50.16,Elevated,49.56108362818002,Fair,49.56108362818002,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-30,P0001,Strawberry,63.31987762240789,Good,43.61773253447401,Fair,44.8,Elevated,55.8403260299728,Good,55.8403260299728,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-31,P0001,Strawberry,60.67865214522362,Good,41.84396045587461,Fair,49.68,Elevated,40.62737587904246,Fair,40.62737587904246,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-09-01,P0001,Strawberry,60.98659943913423,Good,68.23641492964208,Good,48.72,Elevated,71.54878378982664,Good,71.54878378982664,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-09-02,P0001,Strawberry,53.18623924928508,Fair,73.15108791154827,Excellent,45.04,Elevated,71.023659729737,Good,71.023659729737,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-09-03,P0001,Strawberry,45.8183442722152,Fair,64.75641224027756,Good,46.08,Elevated,64.06005547738283,Good,64.06005547738283,Low N,A,East,11.78,12.1,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
